"Acct Number","Date","Description","Reference","Debit","Credit"
"30-236-00","07/13/17","LANETTA  FAULCON    ","June Ref",100,0
"30-200-00","07/13/17","LANETTA  FAULCON    ","June Ref",0,100
"30-236-00","07/13/17","STEPHEN HASTY       ","June 201",65.65,0
"30-200-00","07/13/17","STEPHEN HASTY       ","June 201",0,65.65
"10-227-01","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",40,0
"10-227-01","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",472.85,0
"10-227-00","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",739.32,0
"10-420-80","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",99.23,0
"10-510-80","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",335.12,0
"30-811-09","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",249.98,0
"10-200-00","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",0,1686.52
"30-200-00","07/13/17","PRUDENTIAL RETIREMEN","08338 Ju",0,249.98
"30-100-00","07/10/17","LANETTA  FAULCON    "," 43689  ",0,100
"30-200-00","07/10/17","LANETTA  FAULCON    "," 43689  ",100,0
"30-100-00","07/10/17","STEPHEN HASTY       "," 43690  ",0,65.65
"30-200-00","07/10/17","STEPHEN HASTY       "," 43690  ",65.65,0
"10-100-00","07/10/17","HALIFAX WORKS       "," 43691  ",0,204
"10-200-00","07/10/17","HALIFAX WORKS       "," 43691  ",204,0
"30-100-00","07/10/17","ITS TELECOMM SERVICE"," 43695  ",0,51.46
"30-200-00","07/10/17","ITS TELECOMM SERVICE"," 43695  ",51.46,0
"10-100-00","07/10/17","LIT. LAKE GASTON AUT"," 43696  ",0,399.09
"10-200-00","07/10/17","LIT. LAKE GASTON AUT"," 43696  ",399.09,0
"30-100-00","07/10/17","LIT. LAKE GASTON AUT"," 43696  ",0,153.88
"30-200-00","07/10/17","LIT. LAKE GASTON AUT"," 43696  ",153.88,0
"30-100-00","07/10/17","MICROBAC LABORATORIE"," 43697  ",0,511.14
"30-200-00","07/10/17","MICROBAC LABORATORIE"," 43697  ",511.14,0
"10-100-00","07/10/17","NEW DIXIE OIL CORPOR"," 43698  ",0,506.21
"10-200-00","07/10/17","NEW DIXIE OIL CORPOR"," 43698  ",506.21,0
"30-100-00","07/10/17","NEW DIXIE OIL CORPOR"," 43698  ",0,165.21
"30-200-00","07/10/17","NEW DIXIE OIL CORPOR"," 43698  ",165.21,0
"10-100-00","07/10/17","PRUDENTIAL RETIREMEN"," 43699  ",0,1686.52
"10-200-00","07/10/17","PRUDENTIAL RETIREMEN"," 43699  ",1686.52,0
"30-100-00","07/10/17","PRUDENTIAL RETIREMEN"," 43699  ",0,249.98
"30-200-00","07/10/17","PRUDENTIAL RETIREMEN"," 43699  ",249.98,0
"30-100-00","07/10/17","RIGHTMYER MACHINE RE"," 43700  ",0,876.54
"30-200-00","07/10/17","RIGHTMYER MACHINE RE"," 43700  ",876.54,0
"10-100-00","07/10/17","ROANOKE RAPIDS DAILY"," 43701  ",0,386.39
"10-200-00","07/10/17","ROANOKE RAPIDS DAILY"," 43701  ",386.39,0
"30-100-00","07/10/17","ROANOKE RAPIDS SANIT"," 43702  ",0,120
"30-200-00","07/10/17","ROANOKE RAPIDS SANIT"," 43702  ",120,0
"10-100-00","07/10/17","SECURITY ELECTRONICS"," 43703  ",0,5532.59
"10-200-00","07/10/17","SECURITY ELECTRONICS"," 43703  ",5532.59,0
"30-100-00","07/10/17","STAPLES ADVANTAGE   "," 43704  ",0,1611.02
"30-200-00","07/10/17","STAPLES ADVANTAGE   "," 43704  ",1611.02,0
"30-100-00","07/10/17","USA BLUE BOOK       "," 43705  ",0,840.28
"30-200-00","07/10/17","USA BLUE BOOK       "," 43705  ",840.28,0
"30-100-00","07/10/17","WATER GUARD, INC    "," 43706  ",0,389.52
"30-200-00","07/10/17","WATER GUARD, INC    "," 43706  ",389.52,0
"30-100-00","07/10/17","TO VOID CHK 43689   "," 43689  ",100,0
"30-200-00","07/10/17","TO VOID CHK 43689   "," 43689  ",0,100
"30-100-00","07/13/17","TO VOID CHK 43690   "," 43690  ",65.65,0
"30-200-00","07/13/17","TO VOID CHK 43690   "," 43690  ",0,65.65
"10-100-00","07/10/17","TO VOID CHK 43696   "," 43696  ",399.09,0
"10-200-00","07/10/17","TO VOID CHK 43696   "," 43696  ",0,399.09
"30-100-00","07/10/17","TO VOID CHK 43696   "," 43696  ",153.88,0
"30-200-00","07/10/17","TO VOID CHK 43696   "," 43696  ",0,153.88
"10-100-00","07/10/17","TO VOID CHK 43691   "," 43691  ",204,0
"10-200-00","07/10/17","TO VOID CHK 43691   "," 43691  ",0,204
"10-100-00","07/10/17","TO VOID CHK 43699   "," 43699  ",1686.52,0
"10-200-00","07/10/17","TO VOID CHK 43699   "," 43699  ",0,1686.52
"30-100-00","07/10/17","TO VOID CHK 43699   "," 43699  ",249.98,0
"30-200-00","07/10/17","TO VOID CHK 43699   "," 43699  ",0,249.98
"30-200-00","07/13/17","June Refund         ","TO VOID ",100,0
"30-236-00","07/13/17","June Refund         ","TO VOID ",0,100
"30-200-00","07/13/17","June 2017 refund    ","TO VOID ",65.65,0
"30-236-00","07/13/17","June 2017 refund    ","TO VOID ",0,65.65
"30-200-00","07/13/17","June 2017           ","TO VOID ",153.88,0
"30-811-16","07/13/17","June 2017           ","TO VOID ",0,153.88
"10-200-00","07/13/17","June 2017           ","TO VOID ",371.28,0
"10-510-17","07/13/17","June 2017           ","TO VOID ",0,371.28
"10-200-00","07/13/17","June 2017           ","TO VOID ",27.81,0
"10-560-16","07/13/17","June 2017           ","TO VOID ",0,27.81
"10-200-00","07/13/17","00013660            ","TO VOID ",102,0
"10-510-14","07/13/17","00013660            ","TO VOID ",0,102
"10-200-00","07/13/17","00013692            ","TO VOID ",102,0
"10-510-14","07/13/17","00013692            ","TO VOID ",0,102
"10-200-00","07/13/17","08338 June 2017     ","TO VOID ",40,0
"10-227-01","07/13/17","08338 June 2017     ","TO VOID ",0,40
"10-200-00","07/13/17","08338 June 2017     ","TO VOID ",472.85,0
"10-227-01","07/13/17","08338 June 2017     ","TO VOID ",0,472.85
"10-200-00","07/13/17","08338 June 2017     ","TO VOID ",739.32,0
"10-227-00","07/13/17","08338 June 2017     ","TO VOID ",0,739.32
"10-200-00","07/13/17","08338 June 2017     ","TO VOID ",99.23,0
"10-420-80","07/13/17","08338 June 2017     ","TO VOID ",0,99.23
"10-200-00","07/13/17","08338 June 2017     ","TO VOID ",335.12,0
"10-510-80","07/13/17","08338 June 2017     ","TO VOID ",0,335.12
"30-200-00","07/13/17","08338 June 2017     ","TO VOID ",249.98,0
"30-811-09","07/13/17","08338 June 2017     ","TO VOID ",0,249.98
"10-100-00","07/07/17","PR Net              ","~       ",0,346.34
"10-221-00","07/07/17","Soc Sec Withholdings","~       ",0,25.19
"10-221-00","07/07/17","Med Withholdings    ","~       ",0,5.89
"10-221-00","07/07/17","Soc Match Liab      ","~       ",0,25.19
"10-221-00","07/07/17","Med Match Liab      ","~       ",0,5.89
"10-222-00","07/07/17","Fed Withholdings    ","~       ",0,19.83
"10-223-00","07/07/17","State Withholdings  ","~       ",0,9
"10-510-03","07/07/17","Wages               ","~       ",406.25,0
"10-510-05","07/07/17","Soc Match           ","~       ",25.19,0
"10-510-05","07/07/17","Med Match           ","~       ",5.89,0
"30-810-12","07/26/17","U. S. POSTAL SERVICE","July Bil",71.36,0
"30-811-12","07/26/17","U. S. POSTAL SERVICE","July Bil",71.36,0
"30-200-00","07/26/17","U. S. POSTAL SERVICE","July Bil",0,142.72
"10-620-75","07/26/17","JBH ENVIROMENTAL    ","897     ",970,0
"10-200-00","07/26/17","JBH ENVIROMENTAL    ","897     ",0,970
"10-100-00","07/20/17","PR Net              ","~       ",0,4000.13
"10-221-00","07/20/17","Soc Sec Withholdings","~       ",0,671.02
"10-221-00","07/20/17","Med Withholdings    ","~       ",0,156.93
"10-221-00","07/20/17","Soc Match Liab      ","~       ",0,446.29
"10-221-00","07/20/17","Med Match Liab      ","~       ",0,104.37
"10-222-00","07/20/17","Fed Withholdings    ","~       ",0,760.33
"10-223-00","07/20/17","State Withholdings  ","~       ",0,338
"10-225-00","07/20/17","AFLAC               ","~       ",0,35.28
"10-227-00","07/20/17","401K LOAN           ","~       ",0,369.66
"10-227-01","07/20/17","401K RET            ","~       ",0,254.09
"10-228-00","07/20/17","Ret Withholdings    ","~       ",0,551.82
"10-228-00","07/20/17","Ret Match Liab      ","~       ",0,430.19
"10-229-00","07/20/17","CHILD SUPP          ","~       ",0,56.64
"10-351-01","07/20/17","PROC FEE            ","~       ",0,4
"10-420-02","07/20/17","Wages               ","~       ",1653.86,0
"10-420-03","07/20/17","Wages               ","~       ",425.25,0
"10-420-05","07/20/17","Soc Match           ","~       ",102.54,0
"10-420-05","07/20/17","Soc Match           ","~       ",26.37,0
"10-420-05","07/20/17","Med Match           ","~       ",23.98,0
"10-420-05","07/20/17","Med Match           ","~       ",6.17,0
"10-420-07","07/20/17","Ret Match           ","~       ",119.9,0
"10-420-07","07/20/17","Ret Match           ","~       ",30.83,0
"10-500-03","07/20/17","Wages               ","~       ",39.57,0
"10-500-05","07/20/17","Soc Match           ","~       ",2.45,0
"10-500-05","07/20/17","Med Match           ","~       ",.58,0
"10-510-02","07/20/17","Wages               ","~       ",3493.13,0
"10-510-03","07/20/17","Wages               ","~       ",1080,0
"10-510-05","07/20/17","Soc Match           ","~       ",216.58,0
"10-510-05","07/20/17","Soc Match           ","~       ",66.96,0
"10-510-05","07/20/17","Med Match           ","~       ",50.65,0
"10-510-05","07/20/17","Med Match           ","~       ",15.66,0
"10-510-07","07/20/17","Ret Match           ","~       ",279.46,0
"10-560-03","07/20/17","Wages               ","~       ",470.69,0
"10-560-05","07/20/17","Soc Match           ","~       ",29.19,0
"10-560-05","07/20/17","Med Match           ","~       ",6.82,0
"10-630-03","07/20/17","Wages               ","~       ",35.4,0
"10-630-05","07/20/17","Soc Match           ","~       ",2.2,0
"10-630-05","07/20/17","Med Match           ","~       ",.51,0
"30-100-00","07/20/17","PR Net              ","~       ",0,3624.62
"30-221-00","07/20/17","Soc Match Liab      ","~       ",0,224.73
"30-221-00","07/20/17","Med Match Liab      ","~       ",0,52.56
"30-228-00","07/20/17","Ret Match Liab      ","~       ",0,262.78
"30-810-03","07/20/17","Wages               ","~       ",432,0
"30-810-05","07/20/17","Soc Match           ","~       ",26.78,0
"30-810-05","07/20/17","Med Match           ","~       ",6.26,0
"30-810-07","07/20/17","Ret Match           ","~       ",31.32,0
"30-811-02","07/20/17","Wages               ","~       ",3192.62,0
"30-811-05","07/20/17","Soc Match           ","~       ",197.95,0
"30-811-05","07/20/17","Med Match           ","~       ",46.3,0
"30-811-07","07/20/17","Ret Match           ","~       ",231.46,0
"30-810-83","08/02/17","ally auto payment   ","08022017",642.71,0
"30-811-83","08/02/17","ally auto payment   ","08022017",648.71,0
"30-100-00","08/02/17","ally auto payment   ","08022017",0,1291.42
"30-126-00","07/31/17","W&S Recv            ","~       ",26099.14,0
"30-126-00","07/31/17","FBC MYRA BANKS      ","~       ",0,34.45
"30-126-00","07/31/17","FBC GLORIA HEDGEPETH","~       ",0,115.65
"30-126-00","07/31/17","FBC ELIZABETH PACE  ","~       ",0,55.05
"30-236-00","07/31/17","PRINCESS DAVIS      ","~       ",93.7,0
"30-236-00","07/31/17","FELICIA WILLIAMS    ","~       ",150,0
"30-236-00","07/31/17","ELIZABETH BROADHURST","~       ",150,0
"30-236-00","07/31/17","HELENA JENKINS      ","~       ",100,0
"30-236-00","07/31/17","MARION LEWIS        ","~       ",100,0
"30-236-00","07/31/17","RICHARD PIETRULEWICZ","~       ",100,0
"30-371-00","07/31/17","AVAILABILITY FEE    ","~       ",0,2830
"30-371-02","07/31/17","JULY SEWER          ","~       ",0,11269
"30-371-04","07/31/17","JULY PENALTIES      ","~       ",0,677.14
"30-371-05","07/31/17","JULY ADJUSTMENTS    ","~       ",0,327.71
"30-371-05","07/31/17","JULY ADJUSTMENTS    ","~       ",516.3,0
"30-371-01","07/31/17","JULY WATER          ","~       ",0,12000.14
"10-100-00","08/03/17","PR Net              ","~       ",0,3951.78
"10-221-00","08/03/17","Soc Sec Withholdings","~       ",0,676.08
"10-221-00","08/03/17","Med Withholdings    ","~       ",0,158.12
"10-221-00","08/03/17","Soc Match Liab      ","~       ",0,447.16
"10-221-00","08/03/17","Med Match Liab      ","~       ",0,104.58
"10-222-00","08/03/17","Fed Withholdings    ","~       ",0,761.04
"10-223-00","08/03/17","State Withholdings  ","~       ",0,337
"10-225-00","08/03/17","AFLAC               ","~       ",0,35.28
"10-227-00","08/03/17","401K LOAN           ","~       ",0,369.66
"10-227-01","08/03/17","401K RET            ","~       ",0,256.39
"10-228-00","08/03/17","Ret Withholdings    ","~       ",0,584.25
"10-228-00","08/03/17","Ret Match Liab      ","~       ",0,467.69
"10-229-00","08/03/17","CHILD SUPP          ","~       ",0,78.3
"10-351-01","08/03/17","PROC FEE            ","~       ",0,4
"10-420-02","08/03/17","Wages               ","~       ",1653.86,0
"10-420-03","08/03/17","Wages               ","~       ",472.5,0
"10-420-05","08/03/17","Soc Match           ","~       ",102.54,0
"10-420-05","08/03/17","Soc Match           ","~       ",29.29,0
"10-420-05","08/03/17","Med Match           ","~       ",23.98,0
"10-420-05","08/03/17","Med Match           ","~       ",6.85,0
"10-420-07","08/03/17","Ret Match           ","~       ",119.9,0
"10-420-07","08/03/17","Ret Match           ","~       ",34.26,0
"10-500-03","08/03/17","Wages               ","~       ",31.24,0
"10-500-05","08/03/17","Soc Match           ","~       ",1.94,0
"10-500-05","08/03/17","Med Match           ","~       ",.45,0
"10-510-02","08/03/17","Wages               ","~       ",3919.07,0
"10-510-03","08/03/17","Wages               ","~       ",562.5,0
"10-510-05","08/03/17","Soc Match           ","~       ",242.99,0
"10-510-05","08/03/17","Soc Match           ","~       ",34.88,0
"10-510-05","08/03/17","Med Match           ","~       ",56.83,0
"10-510-05","08/03/17","Med Match           ","~       ",8.16,0
"10-510-07","08/03/17","Ret Match           ","~       ",313.53,0
"10-560-03","08/03/17","Wages               ","~       ",529,0
"10-560-05","08/03/17","Soc Match           ","~       ",32.81,0
"10-560-05","08/03/17","Med Match           ","~       ",7.67,0
"10-630-03","08/03/17","Wages               ","~       ",43.73,0
"10-630-05","08/03/17","Soc Match           ","~       ",2.71,0
"10-630-05","08/03/17","Med Match           ","~       ",.64,0
"30-100-00","08/03/17","PR Net              ","~       ",0,3692.12
"30-221-00","08/03/17","Soc Match Liab      ","~       ",0,228.92
"30-221-00","08/03/17","Med Match Liab      ","~       ",0,53.54
"30-228-00","08/03/17","Ret Match Liab      ","~       ",0,267.67
"30-810-03","08/03/17","Wages               ","~       ",499.5,0
"30-810-05","08/03/17","Soc Match           ","~       ",30.97,0
"30-810-05","08/03/17","Med Match           ","~       ",7.24,0
"30-810-07","08/03/17","Ret Match           ","~       ",36.21,0
"30-811-02","08/03/17","Wages               ","~       ",3192.62,0
"30-811-05","08/03/17","Soc Match           ","~       ",197.95,0
"30-811-05","08/03/17","Med Match           ","~       ",46.3,0
"30-811-07","08/03/17","Ret Match           ","~       ",231.46,0
"10-345-00","07/14/17","sales & use tax     ","~       ",0,9931.9
"10-101-09","07/14/17","sales & use tax     ","~       ",9931.9,0
"10-353-00","07/21/17","CITATION            ","~       ",0,40
"10-100-00","07/21/17","CITATION            ","~       ",40,0
"10-353-00","07/21/17","CITATION            ","~       ",0,40
"10-353-00","07/21/17","CITATION            ","~       ",0,40
"10-353-00","07/21/17","CITATION            ","~       ",0,40
"10-100-00","07/21/17","CITATION            ","~       ",120,0
"10-302-16","07/21/17","TAX COLLECTION JULY ","~       ",0,715.32
"10-100-00","07/21/17","TAX COLLECTION JULY ","~       ",715.32,0
"10-351-00","07/21/17","CLERK OF COURT ID FE","~       ",0,13.5
"10-100-00","07/21/17","CLERK OF COURT ID FE","~       ",13.5,0
"30-373-00","07/21/17","WATER TAP           ","~       ",0,1300
"30-100-00","07/21/17","WATER TAP           ","~       ",1300,0
"30-374-00","07/21/17","SEWER TAP           ","~       ",0,1400
"30-100-00","07/21/17","SEWER TAP           ","~       ",1400,0
"10-335-00","07/21/17","POLICE DEPT DONATION","~       ",0,110
"10-100-00","07/21/17","POLICE DEPT DONATION","~       ",110,0
"10-301-05","07/21/17","IN LIEU OF TAXES RHA","~       ",0,3321
"10-100-00","07/21/17","IN LIEU OF TAXES RHA","~       ",3321,0
"10-335-00","07/21/17","LICENSE PLATE SALES ","~       ",0,122
"10-100-00","07/21/17","LICENSE PLATE SALES ","~       ",122,0
"10-335-00","07/21/17","COPY                ","~       ",0,.1
"10-100-00","07/21/17","COPY                ","~       ",.1,0
"10-420-26","07/31/17","ROANOKE RAPIDS DAILY","17070014",35.13,0
"10-200-00","07/31/17","ROANOKE RAPIDS DAILY","17070014",0,35.13
"10-560-45","07/31/17","OLDE SOUTH PROPERTY ","2680 & 2",1100,0
"10-640-45","07/31/17","OLDE SOUTH PROPERTY ","2680 & 2",1250,0
"10-200-00","07/31/17","OLDE SOUTH PROPERTY ","2680 & 2",0,2350
"10-510-11","07/31/17","VERIZON WIRELESS    ","97899846",38.01,0
"10-200-00","07/31/17","VERIZON WIRELESS    ","97899846",0,38.01
"10-500-15","07/31/17","ROBERT JOHNSON      ","125     ",234.27,0
"10-200-00","07/31/17","ROBERT JOHNSON      ","125     ",0,234.27
"10-410-64","07/31/17","NCLM                ","I0003189",1268,0
"10-200-00","07/31/17","NCLM                ","I0003189",0,1268
"10-410-04","07/31/17","LARRY E CARPENTER, C","5467    ",2950,0
"10-200-00","07/31/17","LARRY E CARPENTER, C","5467    ",0,2950
"10-420-14","07/31/17","SCHOOL OF GOVERNMENT","IN66507 ",650,0
"10-200-00","07/31/17","SCHOOL OF GOVERNMENT","IN66507 ",0,650
"30-811-16","07/31/17","INDUSTRIAL ELECTRIC ","42671/42",976.05,0
"30-200-00","07/31/17","INDUSTRIAL ELECTRIC ","42671/42",0,976.05
"10-510-31","07/31/17","LIT. HARDWARE       ","JULY 201",4.26,0
"10-560-33","07/31/17","LIT. HARDWARE       ","JULY 201",272.46,0
"30-810-33","07/31/17","LIT. HARDWARE       ","JULY 201",232.84,0
"10-200-00","07/31/17","LIT. HARDWARE       ","JULY 201",0,276.72
"30-200-00","07/31/17","LIT. HARDWARE       ","JULY 201",0,232.84
"30-810-34","07/31/17","MICROBAC LABORATORIE","JULY 201",1437.94,0
"30-200-00","07/31/17","MICROBAC LABORATORIE","JULY 201",0,1437.94
"30-810-34","07/31/17","WATER GUARD, INC    ","243081  ",994.83,0
"30-200-00","07/31/17","WATER GUARD, INC    ","243081  ",0,994.83
"10-410-45","07/31/17","THARRINGTON SMITH   ","413875  ",802.05,0
"10-200-00","07/31/17","THARRINGTON SMITH   ","413875  ",0,802.05
"30-811-46","07/31/17","RCR & COMPANY       ","JULY 201",702.19,0
"30-810-46","07/31/17","RCR & COMPANY       ","JULY 201",3993.43,0
"30-200-00","07/31/17","RCR & COMPANY       ","JULY 201",0,4695.62
"30-810-11","07/31/17","ITS TELECOMM SERVICE","T1706072",51.46,0
"30-200-00","07/31/17","ITS TELECOMM SERVICE","T1706072",0,51.46
"30-811-33","07/31/17","PDA                 ","56282/56",3566.89,0
