"AcctNum","Title","Type","PY_Act","Bgt","Balance"
"10-630-13","Utilities - Power             ","E",0,0,0
"10-630-15","Maintenance & Repairs         ","E",0,0,0
"10-630-54","Insurance                     ","E",0,0,0
"10-650-15","Maintenance & Repairs         ","E",0,0,0
"10-650-33","Departmental Supplies         ","E",0,0,0
"10-650-54","Insurance                     ","E",0,0,0
"30-101-03","Wastewater Imp. Reserve Fund  ","A",0,0,0
"30-116-01","Accounts Receivable           ","A",0,0,0
"30-126-00","Water & Sewer Bills Receivable","A",0,0,0
"30-190-00","Fixed Assets                  ","A",0,0,0
"30-118-01","Accrued Interest Receivable   ","A",0,0,0
"30-201-02","Accumulated Depreciation      ","L",0,0,0
"30-211-00","Accounts Payable - John Deere ","L",0,0,0
"30-210-01","Accrued Interest Payable      ","L",0,0,0
"30-215-00","Bonds Payable - Current       ","L",0,0,0
"30-215-01","Bonds Payable - Noncurrent    ","L",0,0,0
"30-221-00","FICA Tax Payable              ","L",0,0,0
"30-222-00","Federal Taxes Payable         ","L",0,0,0
"30-223-00","NC State Taxes Payable        ","L",0,0,0
"30-224-00","Retirement                    ","L",0,0,0
"30-225-01","Employees Group Ins. (AFLAC)  ","L",0,0,0
"30-205-00","FEMA Payable                  ","L",0,0,0
"30-205-01","Property/liability Ins. Claim ","L",0,0,0
"30-236-00","Water Deposits                ","L",0,0,0
"30-299-00","Retained Earnings             ","L",0,0,0
"30-298-00","Contribution From Municipality","L",0,0,0
"20-220-81","Principal Maturities On Bonds ","E",0,0,0
"20-220-82","Interest & Fees On Bonds      ","E",0,0,0
"30-335-01","Miscellaneous - Sewer         ","R",0,0,0
"30-373-00","Connect Fee - Water           ","R",0,0,0
"30-373-01","Tap Fees - Water              ","R",0,0,0
"30-151-01","Interest Income - Water CD    ","R",0,0,0
"30-151-05","Interest Income - 1/2 Water   ","R",0,0,0
"30-355-00","Impact Fees - Water           ","R",0,0,0
"30-355-01","Impact Fee - Sewer            ","R",0,0,0
"30-365-01","CDBG - Grant Money            ","R",0,0,0
"30-370-01","Land Sale - Sewer             ","R",0,0,0
"30-371-01","Sewer Charges                 ","R",0,0,0
"30-372-01","Reconnect Fees - Sewer        ","R",0,0,0
"30-373-02","Tap Fees - Sewer              ","R",0,0,0
"30-375-00","Sod Operation - Sewer         ","R",0,0,0
"30-376-00","Pinestraw Sales - Sewer       ","R",0,0,0
"30-151-02","Interest Income - Sewer Bond  ","R",0,0,0
"30-151-03","Interest Income - W/W Imp.    ","R",0,0,0
"30-151-04","Interest Income - W/W Imp. CD ","R",0,0,0
"30-151-06","Interest Income - 1/2 Sewer   ","R",0,0,0
"30-720-07","Retirement - Water            ","E",0,0,0
"30-720-11","Postage - Water               ","E",0,0,0
"30-720-33","Administrative Supplies - Wate","E",0,0,0
"30-720-53","Dues & Subscriptions - Water  ","E",0,0,0
"30-720-54","Insurance - Water             ","E",0,0,0
"30-810-13","Utilities (power) - Water     ","E",0,0,0
"30-810-15","Maintenance & Repairs - Water ","E",0,0,0
"30-810-17","Maintenance & Repairs(truck)-W","E",0,0,0
"30-810-31","Gas & Oil - Water             ","E",0,0,0
"30-810-33","Operational Supplies - Water  ","E",0,0,0
"30-810-36","Uniforms & Cleaning - Water   ","E",0,0,0
"30-810-45","Contracted Services - Water   ","E",0,0,0
"30-810-57","Miscellaneous - Water         ","E",0,0,0
"30-810-73","Capital Outlay - Water        ","E",0,0,0
"30-810-79","Water Tank Maintenance        ","E",0,0,0
"30-730-05","FICA Tax - Sewer              ","E",0,0,0
"30-730-06","Group Health Insurance - Sewer","E",0,0,0
"30-730-07","Retirement - Sewer            ","E",0,0,0
"30-730-11","Postage - Sewer               ","E",0,0,0
"30-730-26","Advertising - Sewer           ","E",0,0,0
"30-730-33","Administrative Supplies - Sewe","E",0,0,0
"30-730-53","Dues & Subscriptions - Sewer  ","E",0,0,0
"30-730-54","Insurance - Sewer             ","E",0,0,0
"30-820-13","Utilities (power) - Sewer     ","E",0,0,0
"30-820-16","Maintenance & Repairs - Sewer ","E",0,0,0
"30-820-17","Maintenance & Repairs(truck)-S","E",0,0,0
"30-820-31","Gas & Oil - Sewer             ","E",0,0,0
"30-820-33","Departmental Supplies - Sewer ","E",0,0,0
"30-820-35","Departmental Supplies(other)-S","E",0,0,0
"30-820-36","Uniforms & Cleaning - Sewer   ","E",0,0,0
"30-820-45","Contracted Services - Sewer   ","E",0,0,0
"30-820-57","Miscellaneous - Sewer         ","E",0,0,0
"30-820-74","Capital Outlay - Sewer        ","E",0,0,0
"30-820-75","Consultant Fees - Sewer       ","E",0,0,0
"30-820-76","CDBG - Water/Sewer Improvement","E",0,0,0
"30-820-77","Tractor(John Deere)-Sewer     ","E",0,0,0
