89.62|08/17/2007|2007|1|C|80.46|.00|.00|28.32|.00|5.57|.00|.00|.00|.00|.00|.00|55.73|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2367|81|50070843|0|0|    .00|9|2367|MP|
111.15|09/08/2010|2010|1|C|93.24|.00|.00|17.91|.00|8.48|.00|.00|.00|.00|.00|.00|84.76|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3290|81|50070843||0|    .00|8|3290|MP|
103.99|09/19/2009|2009|1|C|81.08|.00|.00|22.91|.00|7.37|.00|.00|.00|.00|.00|.00|73.71|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2886|81|140||0|    .00|8|2886|MP|
450.84|08/13/2008|2008|1|C|401.64|.00|.00|122.30|.00|.00|.00|.00|.00|.00|.00|.00|328.54|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #567|88|50072427|0|0|    .00|9|567|MP|
471.35|09/08/2010|2010|1|C|395.40|.00|.00|75.95|.00|35.95|.00|.00|.00|.00|.00|.00|359.45|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 1020|88|50072427||0|    .00|8|1020|MP|
400.71|09/19/2009|2009|1|C|312.56|.00|.00|88.15|.00|.00|.00|.00|.00|.00|.00|.00|312.56|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 633|88|40||0|    .00|8|633|MP|
.53|09/10/2007|2007|1|C|92.15|.00|.00|22.91|22.91|11.70|11.70|.00|.00|.00|.00|.00|58.51|57.98|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #120|97|50074304|0|0|    .00|9|120|MP|
.35|09/08/2010|2010|1|C|.34|.00|.00|.01|.00|.00|.00|.00|.00|.00|.00|.00|.34|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 678|102|50075666||0|    .00|8|678|MP|
2.54|09/08/2010|2010|1|C|2.04|.00|.00|.50|.00|.00|.00|.00|.00|.00|.00|.00|2.04|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3721|124|50078974||0|    .00|8|3721|MP|
2.77|09/08/2010|2010|1|C|2.26|.00|.00|.51|.00|.00|.00|.00|.00|.00|.00|.00|2.26|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3586|125|50079114||0|    .00|8|3586|MP|
8.67|08/13/2008|2008|1|C|7.87|.00|.00|2.23|.00|.59|.00|.00|.00|.00|.00|.00|5.85|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2480|138|50081884|0|0|    .00|9|2480|MP|
10.23|08/17/2007|2007|1|C|9.23|.00|.00|3.20|.00|.64|.00|.00|.00|.00|.00|.00|6.39|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2200|138|50081884|0|0|    .00|9|2200|MP|
11.69|07/31/2006|2006|1|C|10.49|.00|.00|4.21|.00|.00|.00|.00|.00|.00|.00|.00|7.48|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #1887|138|50081884|0|0|    .00|9|1887|MP|
6.56|09/08/2010|2010|1|C|5.53|.00|.00|1.03|.00|.50|.00|.00|.00|.00|.00|.00|5.03|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3067|138|50081884||0|    .00|8|3067|MP|
7.43|09/19/2009|2009|1|C|5.91|.00|.00|1.52|.00|.54|.00|.00|.00|.00|.00|.00|5.37|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2662|138|389||0|    .00|8|2662|MP|
5.86|08/13/2008|2008|1|C|5.26|.00|.00|1.56|.00|.39|.00|.00|.00|.00|.00|.00|3.91|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2433|144|50083774|0|0|    .00|9|2433|MP|
5.51|08/17/2007|2007|1|C|4.91|.00|.00|1.77|.00|.34|.00|.00|.00|.00|.00|.00|3.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2165|144|50083774|0|0|    .00|9|2165|MP|
6.72|09/08/2010|2010|1|C|5.69|.00|.00|1.03|.00|.52|.00|.00|.00|.00|.00|.00|5.17|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3007|144|50083774||0|    .00|8|3007|MP|
6.09|09/19/2009|2009|1|C|4.94|.00|.00|1.15|.00|.45|.00|.00|.00|.00|.00|.00|4.49|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2608|144|406||0|    .00|8|2608|MP|
.05|09/08/2010|2010|1|C|1.12|.00|.00|.16|.16|.10|.10|.00|.00|.00|.00|.00|1.02|.97|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2618|192|50090103||0|    .00|8|2618|MP|
8.08|09/19/2009|2009|1|C|6.55|.00|.00|1.53|.00|.60|.00|.00|.00|.00|.00|.00|5.95|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 9|199|380||0|    .00|8|9|MP|
1.36|09/08/2010|2010|1|C|1.11|.00|.00|.25|.00|.00|.00|.00|.00|.00|.00|.00|1.11|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3642|203|50090825||0|    .00|8|3642|MP|
78.60|08/17/2007|2007|1|C|70.44|.00|.00|24.93|.00|4.88|.00|.00|.00|.00|.00|.00|48.79|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #296|205|50090883|0|0|    .00|9|296|MP|
83.43|07/31/2006|2006|1|C|75.27|.00|.00|29.76|.00|4.88|.00|.00|.00|.00|.00|.00|48.79|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #268|205|50090883|0|0|    .00|9|268|MP|
80.22|09/10/2005|2005|1|C|72.82|.00|.00|31.43|.00|.00|.00|.00|.00|.00|.00|.00|48.79|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #259|205|50090883|0|0|    .00|9|259|MP|
60.06|09/08/2010|2010|1|C|50.57|.00|.00|9.49|.00|4.60|.00|.00|.00|.00|.00|.00|45.97|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 781|205|50090883||0|    .00|8|781|MP|
5.73|08/17/2007|2007|1|C|5.13|.00|.00|1.82|.00|.00|.00|.00|.00|.00|.00|.00|3.91|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #4023|212|50091347|0|0|    .00|9|4023|MP|
23.35|09/10/2005|2005|1|C|21.16|.00|.00|9.17|.00|1.29|.00|.00|.00|.00|.00|.00|12.89|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2520|212|50091347|0|0|    .00|9|2520|MP|
19.32|10/06/2004|2004|1|C|17.72|.00|.00|8.12|.00|.00|.00|.00|.00|.00|.00|.00|11.20|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2112|212|50091347|0|0|    .00|9|2112|MP|
74.02|09/08/2010|2010|1|C|62.24|.00|.00|11.78|.00|5.66|.00|.00|.00|.00|.00|.00|56.58|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4632|212|50091347||0|    .00|8|4632|MP|
213.70|09/19/2009|2009|1|C|252.00|.00|.00|57.69|24.14|22.91|22.91|.00|.00|.00|.00|.00|229.09|48.94|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 346|222|47||0|    .00|8|346|MP|
4.51|09/08/2010|2010|1|C|3.74|.00|.00|.77|.00|.34|.00|.00|.00|.00|.00|.00|3.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 5331|231|50092609||0|    .00|8|5331|MP|
5.08|09/08/2010|2010|1|C|4.30|.00|.00|.78|.00|.39|.00|.00|.00|.00|.00|.00|3.91|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2633|232|50092629||0|    .00|8|2633|MP|
4.87|09/19/2009|2009|1|C|3.74|.00|.00|1.13|.00|.34|.00|.00|.00|.00|.00|.00|3.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2225|232|422||0|    .00|8|2225|MP|
.61|09/08/2010|2010|1|C|17.77|.00|.00|.01|.00|.00|.00|.00|.00|.00|.00|.00|17.77|17.17|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 1580|237|50093018||0|    .00|8|1580|MP|
189.39|09/08/2010|2010|1|C|158.84|.00|.00|30.55|.00|.00|.00|.00|.00|.00|.00|.00|158.84|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3418|242|50093151||0|    .00|8|3418|MP|
2.66|09/08/2010|2010|1|C|2.16|.00|.00|.50|.00|.00|.00|.00|.00|.00|.00|.00|2.16|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2370|244|50093240||0|    .00|8|2370|MP|
339.38|08/13/2008|2008|1|C|302.35|.00|.00|92.06|.00|22.48|.00|.00|.00|.00|.00|.00|224.84|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #403|254|50093591|0|0|    .00|9|403|MP|
314.50|08/17/2007|2007|1|C|282.25|.00|.00|99.45|.00|19.55|.00|.00|.00|.00|.00|.00|195.50|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #333|254|50093591|0|0|    .00|9|333|MP|
290.34|07/31/2006|2006|1|C|262.27|.00|.00|103.34|.00|17.00|.00|.00|.00|.00|.00|.00|170.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #304|254|50093591|0|0|    .00|9|304|MP|
389.77|09/08/2010|2010|1|C|327.10|.00|.00|62.67|.00|29.74|.00|.00|.00|.00|.00|.00|297.36|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 844|254|50093591||0|    .00|8|844|MP|
364.48|09/19/2009|2009|1|C|284.43|.00|.00|80.05|.00|25.86|.00|.00|.00|.00|.00|.00|258.57|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 458|254|44||0|    .00|8|458|MP|
6.75|08/13/2008|2008|1|C|6.15|.00|.00|1.72|.00|.46|.00|.00|.00|.00|.00|.00|4.57|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #472|256|50093832|0|0|    .00|9|472|MP|
9.87|07/31/2006|2006|1|C|9.07|.00|.00|3.40|.00|.59|.00|.00|.00|.00|.00|.00|5.88|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #359|256|50093832|0|0|    .00|9|359|MP|
.30|09/08/2010|2010|1|C|.29|.00|.00|.01|.00|.03|.00|.00|.00|.00|.00|.00|.26|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4176|257|50093952||0|    .00|8|4176|MP|
.02|09/08/2010|2010|1|C|2.35|.00|.00|.00|.00|1.06|1.06|.00|.00|.00|.00|.00|10.62|10.60|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3755|261|50094092||0|    .00|8|3755|MP|
2.96|09/08/2010|2010|1|C|2.45|.00|.00|.51|.00|.00|.00|.00|.00|.00|.00|.00|2.45|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 689|263|50094149||0|    .00|8|689|MP|
10.20|08/13/2008|2008|1|C|9.01|.00|.00|2.83|.00|.67|.00|.00|.00|.00|.00|.00|6.70|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #5240|266|50094237|0|0|    .00|9|5240|MP|
9.19|08/17/2007|2007|1|C|8.39|.00|.00|2.80|.00|.58|.00|.00|.00|.00|.00|.00|5.81|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #4718|266|50094237|0|0|    .00|9|4718|MP|
11.79|09/08/2010|2010|1|C|9.76|.00|.00|2.03|.00|.89|.00|.00|.00|.00|.00|.00|8.87|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 5405|266|50094237||0|    .00|8|5405|MP|
11.10|09/19/2009|2009|1|C|8.49|.00|.00|2.61|.00|.77|.00|.00|.00|.00|.00|.00|7.72|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 5379|266|357||0|    .00|8|5379|MP|
335.16|09/08/2010|2010|1|C|281.20|.00|.00|53.96|.00|25.56|.00|.00|.00|.00|.00|.00|255.64|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3832|268|50094416||0|    .00|8|3832|MP|
82.52|08/17/2007|2007|1|C|74.12|.00|.00|26.05|.00|.00|.00|.00|.00|.00|.00|.00|56.47|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #1788|276|50095167|0|0|    .00|9|1788|MP|
81.09|07/31/2006|2006|1|C|73.29|.00|.00|28.83|.00|.00|.00|.00|.00|.00|.00|.00|52.26|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #1563|276|50095167|0|0|    .00|9|1563|MP|
152.17|09/08/2010|2010|1|C|127.63|.00|.00|24.54|.00|11.60|.00|.00|.00|.00|.00|.00|116.03|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4417|276|50095167||0|    .00|8|4417|MP|
1.62|09/08/2010|2010|1|C|1.36|.00|.00|.26|.00|.00|.00|.00|.00|.00|.00|.00|1.36|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4893|298|50095669||0|    .00|8|4893|MP|
3.08|09/08/2010|2010|1|C|2.57|.00|.00|.51|.00|.00|.00|.00|.00|.00|.00|.00|2.57|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2504|299|50095718||0|    .00|8|2504|MP|
1.74|08/13/2008|2008|1|C|1.54|.00|.00|.48|.00|.00|.00|.00|.00|.00|.00|.00|1.26|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #4772|303|50095949|0|0|    .00|9|4772|MP|
5.08|09/08/2010|2010|1|C|4.30|.00|.00|.78|.00|.39|.00|.00|.00|.00|.00|.00|3.91|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4964|303|50095949||0|    .00|8|4964|MP|
4.87|09/19/2009|2009|1|C|3.74|.00|.00|1.13|.00|.34|.00|.00|.00|.00|.00|.00|3.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4922|303|423||0|    .00|8|4922|MP|
28.86|08/13/2008|2008|1|C|25.87|.00|.00|7.70|.00|1.92|.00|.00|.00|.00|.00|.00|19.24|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #3198|310|50096216|0|0|    .00|9|3198|MP|
40.21|09/08/2010|2010|1|C|33.81|.00|.00|6.40|.00|3.07|.00|.00|.00|.00|.00|.00|30.74|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 1611|310|50096216||0|    .00|8|1611|MP|
4.51|09/08/2010|2010|1|C|3.74|.00|.00|.77|.00|.34|.00|.00|.00|.00|.00|.00|3.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 1243|313|50096263||0|    .00|8|1243|MP|
9.88|08/13/2008|2008|1|C|8.88|.00|.00|2.62|.00|.66|.00|.00|.00|.00|.00|.00|6.60|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #3453|315|50096331|0|0|    .00|9|3453|MP|
11.59|09/08/2010|2010|1|C|9.57|.00|.00|2.02|.00|.87|.00|.00|.00|.00|.00|.00|8.70|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4082|315|50096331||0|    .00|8|4082|MP|
6.50|08/13/2008|2008|1|C|5.90|.00|.00|1.67|.00|.44|.00|.00|.00|.00|.00|.00|4.39|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2975|316|50096332|0|0|    .00|9|2975|MP|
7.41|09/08/2010|2010|1|C|6.36|.00|.00|1.05|.00|.58|.00|.00|.00|.00|.00|.00|5.78|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3580|316|50096332||0|    .00|8|3580|MP|
158.23|09/19/2009|2009|1|C|123.64|.00|.00|34.59|.00|11.24|.00|.00|.00|.00|.00|.00|112.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 5377|318|88||0|    .00|8|5377|MP|
147.39|08/13/2008|2008|1|C|131.46|.00|.00|39.86|.00|9.78|.00|.00|.00|.00|.00|.00|97.75|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #3481|319|50096443|0|0|    .00|9|3481|MP|
136.66|08/17/2007|2007|1|C|122.72|.00|.00|43.16|.00|8.50|.00|.00|.00|.00|.00|.00|85.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #3097|319|50096443|0|0|    .00|9|3097|MP|
169.56|09/08/2010|2010|1|C|142.20|.00|.00|27.36|.00|12.93|.00|.00|.00|.00|.00|.00|129.27|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 4132|319|50096443||0|    .00|8|4132|MP|
158.23|09/19/2009|2009|1|C|123.64|.00|.00|34.59|.00|11.24|.00|.00|.00|.00|.00|.00|112.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3658|319|87||0|    .00|8|3658|MP|
74.87|08/13/2008|2008|1|C|66.71|.00|.00|20.30|.00|4.96|.00|.00|.00|.00|.00|.00|49.61|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2459|320|50096461|0|0|    .00|9|2459|MP|
69.26|08/17/2007|2007|1|C|62.29|.00|.00|21.80|.00|4.31|.00|.00|.00|.00|.00|.00|43.15|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2181|320|50096461|0|0|    .00|9|2181|MP|
85.99|09/08/2010|2010|1|C|72.18|.00|.00|13.81|.00|6.56|.00|.00|.00|.00|.00|.00|65.62|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3043|320|50096461||0|    .00|8|3043|MP|
80.42|09/19/2009|2009|1|C|62.76|.00|.00|17.66|.00|5.71|.00|.00|.00|.00|.00|.00|57.05|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2639|320|167||0|    .00|8|2639|MP|
58.95|08/13/2008|2008|1|C|52.58|.00|.00|15.94|.00|3.91|.00|.00|.00|.00|.00|.00|39.10|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #364|324|50096846|0|0|    .00|9|364|MP|
54.86|08/17/2007|2007|1|C|49.09|.00|.00|17.46|.00|3.40|.00|.00|.00|.00|.00|.00|34.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #299|324|50096846|0|0|    .00|9|299|MP|
67.86|09/08/2010|2010|1|C|56.88|.00|.00|10.98|.00|5.17|.00|.00|.00|.00|.00|.00|51.71|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 795|324|50096846||0|    .00|8|795|MP|
137.62|09/19/2009|2009|1|C|107.53|.00|.00|30.09|.00|9.78|.00|.00|.00|.00|.00|.00|97.75|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 601|361|103||0|    .00|8|601|MP|
128.24|08/13/2008|2008|1|C|114.30|.00|.00|34.74|.00|8.50|.00|.00|.00|.00|.00|.00|85.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2272|368|50098971|0|0|    .00|9|2272|MP|
147.19|09/08/2010|2010|1|C|123.64|.00|.00|23.55|.00|11.24|.00|.00|.00|.00|.00|.00|112.40|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2844|368|50098971||0|    .00|8|2844|MP|
137.62|09/19/2009|2009|1|C|107.53|.00|.00|30.09|.00|9.78|.00|.00|.00|.00|.00|.00|97.75|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2436|368|101||0|    .00|8|2436|MP|
.20|09/08/2010|2010|1|C|.20|.00|.00|.00|.00|.02|.00|.00|.00|.00|.00|.00|.18|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3009|371|50098998||0|    .00|8|3009|MP|
127.86|08/13/2008|2008|1|C|113.86|.00|.00|34.72|.00|.00|.00|.00|.00|.00|.00|.00|93.14|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|M Tax Bill #2610|372|50099019|0|0|    .00|9|2610|MP|
161.35|09/08/2010|2010|1|C|135.50|.00|.00|25.85|.00|12.32|.00|.00|.00|.00|.00|.00|123.18|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 3222|372|50099019||0|    .00|8|3222|MP|
150.88|09/19/2009|2009|1|C|117.81|.00|.00|33.07|.00|10.71|.00|.00|.00|.00|.00|.00|107.10|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|.00|Tax Bill # 2806|372|91||0|    .00|8|2806|MP|
